post_id,risk_level,confidence
1438,medium,0.9952
1439,medium,0.9774
1440,medium,0.9942
1441,low,0.9912
1442,medium,0.9758
1443,medium,0.9959
1444,medium,0.971
1445,low,0.9982
1446,medium,0.9759
1447,medium,0.9917
1448,medium,0.9945
1449,medium,0.9612
1450,low,0.9827
1451,medium,0.9873
1452,medium,0.9953
1453,low,0.9986
1454,medium,0.9946
1455,medium,0.9963
1456,low,0.9978
1457,low,0.9612
1458,low,0.9945
1459,medium,0.9946
1460,medium,0.9899
1461,low,0.9859
1462,medium,0.6395
1463,low,0.9987
1464,low,0.8945
1465,medium,0.9877
1466,medium,0.9962
1467,medium,0.5692
1468,low,0.9951
1469,low,0.9976
1470,low,0.9981
1471,low,0.9506
1472,medium,0.9926
1473,medium,0.9894
1474,low,0.9874
1475,low,0.9952
1476,medium,0.9845
1477,low,0.7638
1478,medium,0.7764
1479,medium,0.9957
1480,low,0.9984
1481,medium,0.9595
1482,medium,0.7206
1483,low,0.9327
1484,low,0.6054
1485,low,0.998
1486,medium,0.9444
1487,low,0.9741
1488,medium,0.9826
1489,low,0.9979
1490,medium,0.9877
1491,low,0.9922
1492,medium,0.9936
1493,medium,0.9805
1494,low,0.9811
1495,medium,0.9518
1496,medium,0.9918
1497,low,0.9984
1498,low,0.9984
1499,low,0.9842
1500,medium,0.9858
1501,medium,0.8438
1502,medium,0.9644
1503,medium,0.9899
1504,low,0.9982
1505,medium,0.9798
1506,medium,0.9816
1507,medium,0.9923
1508,low,0.9684
1509,low,0.9961
1510,medium,0.9629
1511,high,0.8285
1512,medium,0.9933
1513,medium,0.9894
1514,high,0.8663
1515,medium,0.9922
1516,medium,0.9822
1517,low,0.9974
1518,low,0.9954
1519,medium,0.8856
1520,medium,0.9219
1521,medium,0.9638
1522,medium,0.9943
1523,low,0.9855
1524,low,0.764
1525,low,0.9934
1526,medium,0.9885
1527,medium,0.9748
1528,low,0.997
1529,medium,0.9895
1530,medium,0.9444
1531,medium,0.9882
1532,medium,0.9939
1533,medium,0.9938
1534,medium,0.991
1535,medium,0.8095
1536,medium,0.9828
1537,medium,0.963
1538,medium,0.9943
1539,low,0.9976
1540,low,0.9972
1541,high,0.6077
1542,low,0.9816
1543,medium,0.9541
1544,low,0.9779
1545,medium,0.9785
1546,low,0.9989
1547,medium,0.9886
1548,medium,0.9948
1549,medium,0.9459
1550,medium,0.9876
1551,low,0.9979
1552,medium,0.9135
1553,medium,0.9116
1554,medium,0.9569
1555,medium,0.9871
1556,low,0.9942
1557,low,0.9985
1558,high,0.9002
1559,low,0.9986
1560,low,0.9976
1561,medium,0.9927
1562,medium,0.8046
1563,medium,0.9943
1564,medium,0.9887
1565,medium,0.9931
1566,medium,0.9694
1567,low,0.9984
1568,low,0.9984
1569,low,0.9974
1570,low,0.9987
1571,medium,0.9961
1572,low,0.9958
1573,low,0.9682
1574,medium,0.9587
1575,medium,0.9905
1576,high,0.9528
1577,low,0.9963
1578,low,0.9983
1579,medium,0.9817
1580,low,0.9982
1581,low,0.952
1582,low,0.9976
1583,low,0.9985
1584,medium,0.9942
1585,low,0.9944
1586,medium,0.9682
1587,low,0.9881
1588,low,0.9965
1589,low,0.9969
1590,low,0.9955
1591,low,0.9971
1592,medium,0.9073
1593,medium,0.7584
1594,medium,0.9788
1595,high,0.6415
1596,medium,0.9002
1597,medium,0.9893
1598,medium,0.9572
1599,medium,0.991
1600,low,0.9639
1601,medium,0.9823
1602,medium,0.9773
1603,medium,0.6563
1604,low,0.9969
1605,medium,0.9163
1606,medium,0.9965
1607,medium,0.9882
1608,low,0.9962
1609,low,0.9638
1610,low,0.9978
1611,medium,0.9865
1612,medium,0.9701
1613,medium,0.9816
1614,medium,0.9835
1615,low,0.9932
1616,medium,0.9964
1617,high,0.6401
1618,low,0.9973
1619,medium,0.9518
1620,medium,0.964
1621,medium,0.9751
1622,medium,0.885
1623,low,0.996
1624,medium,0.9456
1625,low,0.9497
1626,medium,0.9945
1627,medium,0.9738
1628,medium,0.9943
1629,medium,0.9736
1630,low,0.993
1631,low,0.9826
1632,low,0.9966
1633,low,0.9954
1634,low,0.9927
1635,low,0.8872
1636,medium,0.9574
1637,low,0.9984
1638,medium,0.9849
1639,medium,0.9794
1640,medium,0.9759
1641,low,0.9951
1642,medium,0.996
1643,low,0.9848
1644,low,0.9986
1645,medium,0.9874
1646,low,0.9882
1647,low,0.9978
1648,low,0.983
1649,low,0.5893
1650,medium,0.9927
1651,medium,0.8703
1652,medium,0.9945
1653,low,0.768
1654,low,0.9946
1655,low,0.989
1656,high,0.6967
1657,low,0.9972
1658,medium,0.9604
1659,low,0.9682
1660,medium,0.9954
1661,low,0.9344
1662,medium,0.9965
1663,low,0.9987
1664,medium,0.9931
1665,medium,0.9514
1666,low,0.9986
1667,medium,0.8714
1668,low,0.9937
1669,medium,0.9777
1670,medium,0.9947
1671,low,0.9039
1672,low,0.979
1673,low,0.9972
1674,low,0.9728
1675,medium,0.9403
1676,medium,0.9965
1677,medium,0.8743
1678,medium,0.9626
1679,low,0.9731
1680,medium,0.9938
1681,medium,0.9927
1682,medium,0.881
1683,medium,0.9653
1684,medium,0.6182
1685,low,0.9937
1686,low,0.997
1687,low,0.998
1688,low,0.9933
1689,low,0.9954
1690,medium,0.9927
1691,medium,0.964
1692,medium,0.9924
1693,medium,0.9884
1694,low,0.9888
1695,medium,0.9945
1696,medium,0.965
1697,medium,0.9931
1698,medium,0.7693
1699,medium,0.9956
1700,medium,0.9088
1701,low,0.9949
1703,medium,0.9745
1704,low,0.9978
1705,low,0.988
1706,medium,0.7947
1707,medium,0.5787
1708,medium,0.9859
1709,low,0.9911
1710,medium,0.9872
1711,medium,0.9923
1712,medium,0.9331
1713,low,0.9985
1714,medium,0.5346
1715,low,0.9949
1716,low,0.9961
1717,medium,0.994
1718,medium,0.9936
1719,low,0.9944
1720,low,0.9876
1721,low,0.9973
1722,medium,0.9943
1723,high,0.9606
1724,medium,0.9916
1725,medium,0.9881
1726,low,0.9983
1727,medium,0.9914
1728,medium,0.9921
1729,medium,0.9897
1730,low,0.9967
1731,medium,0.7719
1732,low,0.9978
1733,medium,0.9897
1734,low,0.9932
1735,medium,0.9939
1736,medium,0.9805
1737,low,0.9984
1738,medium,0.835
1739,medium,0.996
1740,medium,0.9939
1741,low,0.9888
1742,medium,0.9673
1743,low,0.9976
1744,medium,0.9849
1745,low,0.9818
1746,medium,0.9731
1747,medium,0.9404
1748,medium,0.9268
1749,low,0.9649
1750,medium,0.9845
1751,low,0.9985
1752,low,0.843
1753,low,0.9963
1754,high,0.8047
1755,medium,0.9935
1756,high,0.9279
1757,low,0.9983
1758,medium,0.9606
1759,medium,0.7921
1760,low,0.996
1761,medium,0.9956
1762,medium,0.9394
1763,medium,0.9166
1764,low,0.9987
1765,low,0.9412
1766,medium,0.5469
1767,medium,0.9527
1768,low,0.821
1769,medium,0.9938
1770,low,0.9979
1771,medium,0.9905
1772,low,0.9349
1773,medium,0.8826
1774,medium,0.9968
1775,medium,0.9948
1776,low,0.7768
1777,low,0.9981
1778,low,0.9878
1779,medium,0.9845
1780,low,0.9958
1781,medium,0.9888
1782,medium,0.9692
1783,medium,0.9446
1784,low,0.9984
1785,medium,0.9945
1786,medium,0.8221
1787,low,0.9875
1788,medium,0.6442
1789,medium,0.9967
1790,high,0.8138
1791,low,0.9783
1792,low,0.9811
1793,medium,0.9844
1794,medium,0.9153
1795,medium,0.9923
1796,low,0.9931
1797,low,0.9702
1798,medium,0.983
1799,medium,0.9006
1800,low,0.9695
1801,medium,0.9466
1802,low,0.9973
1803,medium,0.9925
1804,low,0.9977
1805,medium,0.9963
1806,medium,0.664
1807,low,0.9976
1808,medium,0.9854
1809,low,0.9238
1810,high,0.5071
1811,low,0.9984
1812,medium,0.9963
1813,low,0.9956
1814,medium,0.9864
1815,medium,0.9931
1816,medium,0.9798
1817,medium,0.761
1818,medium,0.9847
1819,low,0.7566
1820,low,0.997
1821,high,0.8922
1822,low,0.8853
1823,medium,0.9708
1824,medium,0.953
1825,medium,0.9822
1826,medium,0.9522
1827,low,0.9959
1828,low,0.9843
1829,medium,0.9905
1830,medium,0.9916
1831,medium,0.9872
1832,low,0.699
1833,low,0.9982
1834,medium,0.9606
1835,low,0.9789
1836,low,0.9951
1837,low,0.9924
1838,medium,0.9174
1839,medium,0.9919
1840,low,0.9984
1841,medium,0.7531
1842,medium,0.9806
1843,low,0.9984
1844,medium,0.9835
1845,medium,0.9804
1846,medium,0.9966
1847,low,0.9987
1848,medium,0.994
1849,medium,0.9802
1850,medium,0.9862
1851,medium,0.777
1852,medium,0.9959
1853,medium,0.9661
1854,medium,0.9557
1855,medium,0.9848
1856,medium,0.9937
1857,medium,0.9952
1858,low,0.9975
1859,medium,0.995
1860,high,0.9417
1861,medium,0.9587
1862,medium,0.9943
1863,medium,0.9968
1864,medium,0.9955
1865,medium,0.9712
1866,low,0.9954
1867,low,0.9946
1868,low,0.9955
1869,medium,0.9654
1870,low,0.5967
1871,medium,0.9876
1872,low,0.9972
1873,medium,0.9326
1874,low,0.9976
1875,low,0.9977
1876,medium,0.963
1877,medium,0.9601
1878,low,0.99
1879,low,0.736
1880,medium,0.7776
1881,low,0.9914
1882,low,0.9959
1883,medium,0.9933
1884,medium,0.8542
1885,low,0.9981
1886,low,0.9986
1887,medium,0.9937
1888,low,0.996
1889,low,0.9882
1890,medium,0.9963
1891,medium,0.5115
1892,medium,0.8692
1893,low,0.9465
1894,medium,0.9279
1895,medium,0.9638
1896,low,0.9935
1897,low,0.9821
1898,medium,0.704
1899,medium,0.9935
1900,low,0.9601
1901,medium,0.9878
1902,low,0.9935
1903,medium,0.9873
1904,medium,0.9957
1905,medium,0.9959
1906,low,0.9886
1907,low,0.9205
1908,medium,0.8014
1909,low,0.9968
1910,medium,0.9162
1911,medium,0.9917
1912,medium,0.99
1913,medium,0.993
1914,low,0.9977
1915,low,0.9756
1916,medium,0.8574
1917,low,0.9981
1918,medium,0.8905
1919,medium,0.9868
1920,medium,0.973
1921,low,0.9967
1922,medium,0.9866
1923,low,0.9917
1924,medium,0.9804
1925,medium,0.9961
1926,low,0.9635
1927,low,0.9985
1928,low,0.998
1929,low,0.9987
1930,medium,0.9335
1931,low,0.9984
1932,medium,0.9918
1933,low,0.9814
1934,medium,0.9615
1935,medium,0.8531
1936,medium,0.9933
1937,low,0.9985
1938,medium,0.982
1939,medium,0.9897
1940,low,0.998
1941,low,0.9461
1942,medium,0.8493
1943,medium,0.981
1944,low,0.9944
1945,medium,0.8807
1946,medium,0.9885
1947,low,0.9573
1948,medium,0.9947
1949,low,0.9799
1950,low,0.9903
1951,medium,0.9743
1952,low,0.9988
1953,low,0.99
1954,medium,0.9866
1955,medium,0.9962
1956,medium,0.9799
1957,medium,0.9692
1958,medium,0.99
1959,low,0.9976
1960,low,0.9985
1961,low,0.997
1962,medium,0.9774
1963,medium,0.9804
1964,low,0.9982
1965,low,0.9988
1966,medium,0.9928
1967,low,0.9954
1968,low,0.7478
1969,low,0.9982
1970,low,0.9773
1971,medium,0.9931
1972,medium,0.9936
1973,low,0.9985
1974,low,0.9968
1975,medium,0.9873
1976,medium,0.8633
1977,medium,0.8197
1978,low,0.9959
1979,medium,0.9941
1980,medium,0.9965
1981,low,0.718
1982,low,0.9937
1983,low,0.9954
1984,low,0.9276
1985,medium,0.9421
1986,medium,0.9908
1987,medium,0.886
1988,medium,0.9867
1989,medium,0.7252
1990,medium,0.9625
1991,low,0.9985
1992,medium,0.987
1993,low,0.609
1994,medium,0.9911
1995,medium,0.975
1996,medium,0.9681
1997,low,0.9977
1998,medium,0.9907
1999,medium,0.9837
2000,medium,0.9691
2001,medium,0.9921
2002,medium,0.9948
2003,low,0.9958
2004,medium,0.5373
2005,medium,0.9956
2006,medium,0.8684
2007,low,0.9272
2008,low,0.9816
2009,medium,0.9375
2010,medium,0.9908
2011,low,0.9986
2012,medium,0.9947
2013,low,0.9989
2014,medium,0.9866
2015,low,0.9935
2016,low,0.9962
2017,medium,0.9602
2018,medium,0.9866
2019,medium,0.7771
2020,high,0.6147
2021,low,0.9959
2022,low,0.9982
2023,low,0.7613
2024,medium,0.969
2025,low,0.9856
2026,medium,0.9765
2027,medium,0.6915
2028,medium,0.9713
2029,low,0.9975
2030,high,0.5481
2031,low,0.9861
2032,medium,0.9796
2033,medium,0.9865
2034,high,0.5598
2035,medium,0.9941
2036,low,0.984
2037,medium,0.7811
2038,low,0.9926
2039,medium,0.6269
2040,low,0.9915
2041,medium,0.991
2042,medium,0.8624
2043,medium,0.9846
2044,medium,0.9228
2045,medium,0.986
2046,medium,0.9946
2047,low,0.9984
2049,low,0.9982
2050,medium,0.9806
2051,medium,0.9954
2052,low,0.9986
2053,low,0.9981
2054,medium,0.9902
2055,low,0.9912
2056,medium,0.9933
2057,low,0.9317
2058,low,0.992
2059,low,0.9738
2060,medium,0.9943
2061,medium,0.9965
2062,low,0.9978
2063,medium,0.9964
2064,medium,0.8574
2065,high,0.4971
2066,medium,0.9425
2067,low,0.9978
2068,medium,0.855
2069,medium,0.9937
2070,low,0.984
2071,low,0.9973
2072,medium,0.9693
2073,low,0.9953
2074,medium,0.7535
2075,medium,0.9859
2076,medium,0.8964
2077,medium,0.9908
2078,medium,0.9187
2079,low,0.9883
2080,medium,0.9877
2081,medium,0.4352
2082,medium,0.8844
2083,medium,0.9188
2084,medium,0.9542
2085,medium,0.7382
2086,medium,0.9815
2087,low,0.994
2088,medium,0.9763
2089,low,0.9016
2090,low,0.9953
2091,medium,0.8722
2092,low,0.964
2093,high,0.5023
2094,medium,0.9731
2095,medium,0.9894
2096,medium,0.9788
2097,medium,0.9934
2098,high,0.6385
2099,low,0.9925
2100,low,0.9975
2101,medium,0.9961
2102,medium,0.8259
2103,medium,0.9526
2104,medium,0.9962
2105,medium,0.8898
2107,low,0.8392
2108,medium,0.9823
2109,medium,0.9942
2110,low,0.9932
2111,medium,0.9196
2112,medium,0.9833
2113,low,0.9976
2114,medium,0.9457
2115,low,0.9935
2116,low,0.9409
2117,medium,0.9962
2118,low,0.9905
2119,medium,0.9775
2120,low,0.7995
2121,medium,0.9013
2122,medium,0.9904
2123,medium,0.9919
2124,medium,0.9134
2125,medium,0.9661
2126,medium,0.976
2127,low,0.9985
2128,medium,0.6006
2129,medium,0.996
2130,low,0.9764
2131,low,0.9986
2132,low,0.9859
2133,medium,0.9778
2134,medium,0.6018
2135,medium,0.9956
2136,low,0.9976
2137,medium,0.9949
2138,medium,0.9916
2139,low,0.9974
2140,medium,0.9785
2141,low,0.9979
2142,medium,0.6216
2143,low,0.9826
2144,low,0.9972
2145,medium,0.9473
2146,medium,0.9868
2147,low,0.984
2148,medium,0.9867
2149,medium,0.6832
2150,medium,0.9311
2151,medium,0.7027
2152,medium,0.9889
2153,low,0.6297
2154,high,0.5231
2155,low,0.9587
2156,medium,0.9899
2157,medium,0.7373
2158,low,0.9871
2159,medium,0.9934
2160,medium,0.9949
2161,low,0.947
2162,low,0.6753
2163,high,0.6842
2164,medium,0.9928
2165,low,0.9984
2166,low,0.9961
2167,medium,0.9753
2168,medium,0.9884
2169,medium,0.9734
2170,medium,0.9926
2171,medium,0.9892
2172,high,0.8001
2173,low,0.9476
2174,low,0.9984
2175,medium,0.9931
2176,medium,0.9866
2177,low,0.9928
2178,medium,0.9842
2179,medium,0.6505
2180,low,0.9692
2181,medium,0.9237
2182,medium,0.9899
2183,low,0.9943
2184,medium,0.9932
2185,medium,0.9934
2186,medium,0.9672
2187,medium,0.6282
2189,low,0.7331
2190,medium,0.9894
2191,medium,0.8768
2192,medium,0.9897
2193,low,0.9973
2194,low,0.9987
2195,medium,0.9375
2196,medium,0.9916
2197,medium,0.972
2198,low,0.9946
2199,medium,0.9953
2200,low,0.9436
2201,medium,0.9886
2202,medium,0.9809
2203,medium,0.9617
2204,low,0.9958
2205,low,0.9023
2206,low,0.9784
2207,medium,0.9946
2208,low,0.9918
2209,low,0.9798
2210,medium,0.9699
2211,medium,0.9913
2212,medium,0.9905
2213,medium,0.9929
2214,medium,0.9942
2215,high,0.5484
2216,low,0.9664
2217,medium,0.9653
2218,medium,0.9862
2219,medium,0.8719
2220,medium,0.9883
2221,low,0.9538
2222,low,0.9955
2223,medium,0.7534
2224,medium,0.9684
2225,low,0.9953
2226,medium,0.9774
2227,medium,0.9964
2228,medium,0.9141
2229,medium,0.9927
2230,medium,0.9923
2231,low,0.9908
2232,medium,0.9835
2233,medium,0.9782
2234,medium,0.975
2235,low,0.9622
2236,low,0.9977
2237,medium,0.9915
2238,medium,0.9915
2239,low,0.9954
2240,low,0.7859
2241,low,0.9903
2242,medium,0.969
2243,low,0.9971
2244,medium,0.99
2245,medium,0.964
2246,medium,0.9764
2247,low,0.9983
2248,low,0.8937
2249,low,0.9976
2250,low,0.992
2251,medium,0.9456
2252,medium,0.9717
2253,medium,0.9874
2254,medium,0.9926
2255,medium,0.9915
2256,low,0.997
2257,medium,0.919
2258,medium,0.9891
2259,low,0.9981
2260,medium,0.9968
2261,medium,0.9906
2262,medium,0.988
2263,high,0.5039
2264,medium,0.9928
2265,low,0.973
2266,medium,0.987
2267,low,0.9845
2268,low,0.9388
2269,medium,0.9497
2270,medium,0.9823
2271,low,0.9981
2272,low,0.9986
2273,medium,0.8436
2274,medium,0.98
2275,medium,0.9933
2276,medium,0.6451
2277,medium,0.9854
2278,medium,0.744
2279,low,0.9931
2280,low,0.9977
2281,medium,0.9616
2282,medium,0.996
2283,medium,0.9955
2284,medium,0.9001
2285,medium,0.9622
2286,medium,0.9937
2287,medium,0.9291
2288,medium,0.5095
2289,medium,0.9796
2290,low,0.9972
2291,low,0.9949
2292,low,0.997
2293,medium,0.4989
2294,low,0.9983
2295,low,0.986
2296,low,0.9987
2297,medium,0.7209
2298,medium,0.9929
2299,medium,0.9949
2300,medium,0.9949
2301,low,0.8512
2302,medium,0.9587
2303,medium,0.6023
2304,medium,0.9493
2305,medium,0.9858
2306,medium,0.7067
2307,medium,0.9751
2308,medium,0.9869
2309,low,0.9597
2310,medium,0.8843
2311,medium,0.9292
2312,medium,0.7752
2313,low,0.996
2314,medium,0.9967
2315,medium,0.9757
2316,low,0.9966
2317,medium,0.896
2318,medium,0.9951
2320,medium,0.9815
2321,low,0.9977
2322,medium,0.8868
2323,low,0.9835
2324,medium,0.9692
2325,medium,0.9874
2326,low,0.9974
2327,medium,0.9929
2328,medium,0.9739
2329,medium,0.9966
2330,low,0.9886
2331,medium,0.9967
2332,medium,0.8963
2333,low,0.9641
2334,medium,0.9952
2335,low,0.9982
2336,medium,0.9716
2337,medium,0.9892
2338,medium,0.9814
2339,medium,0.9838
2340,low,0.9982
2341,medium,0.9485
2342,low,0.9976
2343,low,0.9888
2344,medium,0.9963
2345,medium,0.9946
2346,low,0.9787
2347,medium,0.9808
2348,medium,0.9828
2349,low,0.5433
2350,medium,0.9944
2351,medium,0.9021
2352,low,0.8995
2353,low,0.975
2354,medium,0.9746
2355,medium,0.9482
2356,medium,0.9566
2357,low,0.9983
2358,medium,0.9901
2359,medium,0.9767
2360,medium,0.9884
2361,medium,0.9334
2362,medium,0.9882
2363,low,0.9982
2364,low,0.9962
2365,low,0.9947
2366,low,0.9358
2367,low,0.9959
2368,medium,0.9892
2369,medium,0.9921
2371,medium,0.9921
2372,medium,0.9904
2373,medium,0.7574
2374,low,0.9981
2375,medium,0.9908
2376,medium,0.9696
2377,medium,0.834
2378,medium,0.6725
2379,low,0.9965
2380,low,0.9895
2381,low,0.9729
2382,medium,0.9833
2383,low,0.9976
2384,medium,0.9936
2385,medium,0.9947
2386,medium,0.9752
2387,low,0.9795
2388,low,0.9569
2389,medium,0.9809
2390,medium,0.9952
2391,medium,0.8925
2392,low,0.9737
2393,low,0.9985
2394,medium,0.9563
2395,low,0.9986
2396,low,0.9744
2397,medium,0.9326
2398,medium,0.8381
2399,low,0.9985
2400,low,0.9909
2401,low,0.996
2402,low,0.9899
2403,medium,0.9901
2404,medium,0.9968
2405,medium,0.9024
2406,medium,0.8705
2407,medium,0.9878
2408,medium,0.7246
2409,medium,0.9916
2410,low,0.9951
2411,medium,0.9775
2412,medium,0.9043
2413,low,0.996
2414,low,0.9948
2415,low,0.9961
2416,low,0.9921
2417,medium,0.9903
2418,medium,0.5021
2419,medium,0.6653
2420,low,0.9987
2421,medium,0.9882
2422,low,0.9868
2423,medium,0.9962
2424,low,0.9986
2425,low,0.9983
2426,low,0.6099
2427,low,0.9643
2428,low,0.9933
2429,low,0.9985
2430,medium,0.992
2431,medium,0.9882
2432,low,0.998
2433,medium,0.7445
2434,medium,0.8164
2435,low,0.9199
2436,low,0.9982
2437,medium,0.9941
2438,medium,0.9914
2439,low,0.9879
2440,low,0.9968
2441,medium,0.8266
2442,medium,0.9873
2443,low,0.7525
2444,medium,0.9419
2445,low,0.9987
2446,medium,0.9943
2447,medium,0.9929
2448,medium,0.9905
2449,low,0.8189
2450,medium,0.9906
2451,medium,0.9629
2452,medium,0.8637
2453,medium,0.9845
2454,low,0.9981
2455,low,0.9332
2456,low,0.9923
2457,medium,0.8411
2458,medium,0.7287
2459,low,0.9986
2460,low,0.9541
2461,low,0.9931
2462,low,0.994
2463,medium,0.9908
2464,medium,0.9823
2465,medium,0.9885
2466,high,0.6242
2467,medium,0.9136
2468,low,0.9964
2469,low,0.9661
2470,low,0.9658
2471,medium,0.9923
2472,medium,0.9595
2473,medium,0.9895
2474,high,0.9562
2475,low,0.9927
2476,low,0.9959
2477,medium,0.9918
2478,medium,0.995
2479,low,0.9981
2480,low,0.9652
2481,low,0.9987
2482,low,0.8059
2483,medium,0.9928
2484,low,0.995
2485,low,0.9979
2486,high,0.6531
2487,low,0.9979
2488,medium,0.9945
2489,low,0.9962
2490,medium,0.9767
2491,low,0.997
2492,low,0.9919
2493,medium,0.7977
2494,medium,0.9746
2495,low,0.9942
2496,low,0.9965
2497,medium,0.9944
2498,low,0.9556
2499,low,0.989
2500,low,0.998
2501,medium,0.9894
2502,medium,0.9912
2503,low,0.8108
2504,low,0.9719
2505,low,0.9984
2506,low,0.9961
2507,medium,0.9928
2508,low,0.9958
2509,low,0.9987
2510,medium,0.9888
2511,medium,0.9844
2512,medium,0.9849
2513,low,0.9979
2514,low,0.9939
2515,medium,0.9935
2516,low,0.9787
2517,medium,0.987
2518,low,0.9566
2519,low,0.9639
2520,medium,0.6137
2521,low,0.9934
2522,low,0.993
2523,low,0.9979
2524,low,0.9968
2525,low,0.9779
2526,medium,0.9548
2527,low,0.9964
2528,medium,0.9961
2529,medium,0.6339
2530,medium,0.9893
2531,low,0.9983
2532,low,0.998
2533,medium,0.9872
2534,medium,0.996
2535,medium,0.9967
2536,low,0.9969
2537,medium,0.6926
2538,medium,0.9842
2539,low,0.7331
2540,medium,0.731
2541,low,0.6233
2542,low,0.9843
2543,low,0.9986
2544,medium,0.5878
2545,medium,0.9886
2546,medium,0.975
2547,medium,0.9891
2548,medium,0.9768
2549,medium,0.8944
2550,medium,0.9936
2551,medium,0.9935
2552,medium,0.9609
2553,medium,0.9293
2554,low,0.9294
2555,medium,0.9922
2556,low,0.9984
2557,low,0.9978
2558,medium,0.993
2559,low,0.9966
2560,medium,0.9759
2561,low,0.9984
2562,medium,0.9967
2563,medium,0.8198
2564,medium,0.9528
2565,low,0.9781
2566,medium,0.9453
2567,medium,0.5652
2568,medium,0.8899
2569,medium,0.9965
2570,low,0.9949
2571,low,0.9944
2572,medium,0.664
2573,low,0.9111
2574,medium,0.9957
2575,medium,0.9834
2576,low,0.9829
2577,low,0.9828
2578,medium,0.9903
2579,low,0.9884
2580,medium,0.9038
2581,medium,0.8206
2582,medium,0.9798
2583,low,0.9931
2584,medium,0.9008
2585,medium,0.9785
2586,medium,0.9911
2587,medium,0.5745
2588,medium,0.881
2589,medium,0.9339
2590,low,0.9948
2591,medium,0.9614
2592,high,0.8424
2593,medium,0.9502
2594,low,0.9908
2595,low,0.9943
2596,low,0.9419
2597,medium,0.9954
2598,low,0.9576
2599,low,0.9819
2600,medium,0.812
2601,medium,0.7764
2602,medium,0.9619
2603,low,0.9983
2604,medium,0.9272
2605,medium,0.9501
2606,low,0.9982
2607,medium,0.9873
2608,high,0.8637
2609,medium,0.9943
2610,medium,0.9912
2611,medium,0.986
2612,medium,0.9718
2613,medium,0.986
2614,low,0.9876
2615,medium,0.9958
2616,medium,0.9936
2617,low,0.9135
2618,low,0.998
2619,medium,0.9482
2620,medium,0.9753
2621,low,0.9947
2622,low,0.9741
2623,low,0.9935
2624,low,0.9945
2625,low,0.9914
2626,medium,0.9957
2627,low,0.9987
2628,low,0.9498
2629,medium,0.9862
2630,medium,0.9478
2631,low,0.9905
2632,medium,0.9657
